MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle,county,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,98,2,0,0,,0,0,76,49.4,26.8426,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,91,2,0,0,,0,0,76,49.4,0.000309278,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,90,2,0,0,,0,0,76,49.4,23.4648,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,87,16,0,0,,0,0,76,49.4,0.00100447,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,87,2,0,0,,0,0,76,49.4,0.077377,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,79,2,0,0,,0,0,76,49.4,0.076915,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,6,2,0,0,,0,0,76,49.4,0.0109776,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,5,2,0,0,,0,0,76,49.4,0.00425885,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,3,16,0,0,,0,0,76,49.4,2.80E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,3,2,0,0,,0,0,76,49.4,0.0708078,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,2,16,0,0,,0,0,76,49.4,0.000491732,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,2,2,0,0,,0,0,76,49.4,0.957655,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,1,2,0,0,,0,0,76,49.4,0.0811734,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,119,16,0,0,,0,0,76.9,48.3,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,119,2,0,0,,0,0,76.9,48.3,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,118,16,0,0,,0,0,76.9,48.3,8.21E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,118,2,0,0,,0,0,76.9,48.3,0.000804616,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,115,16,0,0,,0,0,76.9,48.3,1.55E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,115,2,0,0,,0,0,76.9,48.3,2.24E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,112,16,0,0,,0,0,76.9,48.3,5.30E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,112,2,0,0,,0,0,76.9,48.3,0.000641845,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,110,16,0,0,,0,0,76.9,48.3,1.35E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,110,2,0,0,,0,0,76.9,48.3,0.00144647,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,100,16,0,0,,0,0,76.9,48.3,1.52E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,100,2,0,0,,0,0,76.9,48.3,0.00163394,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,98,2,0,0,,0,0,76.9,48.3,24.5865,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,91,2,0,0,,0,0,76.9,48.3,0.000279007,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,90,2,0,0,,0,0,76.9,48.3,21.1715,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,87,16,0,0,,0,0,76.9,48.3,0.000935754,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,87,2,0,0,,0,0,76.9,48.3,0.0720469,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,79,2,0,0,,0,0,76.9,48.3,0.0716119,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,6,2,0,0,,0,0,76.9,48.3,0.0111205,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,5,2,0,0,,0,0,76.9,48.3,0.00404457,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,3,16,0,0,,0,0,76.9,48.3,2.67E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,3,2,0,0,,0,0,76.9,48.3,0.06871,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,2,16,0,0,,0,0,76.9,48.3,0.000496963,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,2,2,0,0,,0,0,76.9,48.3,0.973952,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,17,530330,1,2,0,0,,0,0,76.9,48.3,0.0756563,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,119,16,0,0,,0,0,76.7,48.8,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,119,2,0,0,,0,0,76.7,48.8,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,118,16,0,0,,0,0,76.7,48.8,9.38E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,118,2,0,0,,0,0,76.7,48.8,0.00083144,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,115,16,0,0,,0,0,76.7,48.8,2.30E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,115,2,0,0,,0,0,76.7,48.8,2.49E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,112,16,0,0,,0,0,76.7,48.8,5.55E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,112,2,0,0,,0,0,76.7,48.8,0.000661347,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,110,16,0,0,,0,0,76.7,48.8,1.49E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,110,2,0,0,,0,0,76.7,48.8,0.00149279,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,100,16,0,0,,0,0,76.7,48.8,1.67E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,100,2,0,0,,0,0,76.7,48.8,0.00168616,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,98,2,0,0,,0,0,76.7,48.8,25.2415,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,91,2,0,0,,0,0,76.7,48.8,0.000287413,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,90,2,0,0,,0,0,76.7,48.8,21.816,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,87,16,0,0,,0,0,76.7,48.8,0.000933613,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,87,2,0,0,,0,0,76.7,48.8,0.071778,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,79,2,0,0,,0,0,76.7,48.8,0.0713283,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,16,530330,6,2,0,0,,0,0,76.7,48.8,0.0111279,King,,,,,,,,,,,,,,,,,,
